"id","year","type","disaster","disaster_start_date","qualifier","payment_type"
"01017",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01017",2016,"Forage Sorghum","Drought","2016-08-02","D4a","4 Month"
"01017",2012,"Forage Sorghum","Drought","2012-05-01","D4a","4 Month"
"01017",2011,"Forage Sorghum","Drought","2011-06-21","D4","3 Month"
"01017",2010,"Forage Sorghum","Drought","2010-09-21","D4","3 Month"
"01017",2008,"Forage Sorghum","Drought","2008-08-05","D3","2 Month"
"01017",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01017",2016,"Full Season Improved Pasture","Drought","2016-08-02","D4b","5 Month"
"01017",2012,"Improved Pasture","Drought","2012-03-01","D4b","5 Month"
"01017",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01017",2010,"Improved Pasture","Drought","2010-09-21","D4","3 Month"
"01017",2008,"Improved Pasture","Drought","2008-03-15","D4","3 Month"
"01017",2017,"Long Season Small Grains","Drought","2016-11-15","D4b","5 Month"
"01017",2013,"Long Season Small Grains","Drought","2012-11-15","D4b","5 Month"
"01017",2012,"Long Season Small Grains","Drought","2011-11-15","D4a","4 Month"
"01017",2011,"Long Season Small Grains","Drought","2010-11-16","D4","3 Month"
"01017",2008,"Small Grains","Drought","2007-11-15","D4","3 Month"
"01019",2024,"Annual Ryegrass","Drought","2023-12-01","D4a","4 Month"
"01019",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01019",2023,"Forage Sorghum","Drought","2023-10-24","D3","3 Month"
"01019",2016,"Forage Sorghum","Drought","2016-07-05","D3","3 Month"
"01019",2012,"Forage Sorghum","Drought","2012-07-03","D2","1 Month"
"01019",2008,"Forage Sorghum","Drought","2008-08-12","D3","2 Month"
"01019",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-01","D4a","4 Month"
"01019",2023,"Full Season Improved Pasture","Drought","2023-10-24","D4a","4 Month"
"01019",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01019",2016,"Full Season Improved Pasture","Drought","2016-07-05","D4b","5 Month"
"01019",2012,"Improved Pasture","Drought","2012-07-03","D2","1 Month"
"01019",2008,"Improved Pasture","Drought","2008-04-01","D4","3 Month"
"01019",2024,"Long Season Small Grains","Drought","2023-12-01","D4a","4 Month"
"01019",2017,"Long Season Small Grains","Drought","2016-12-01","D4b","5 Month"
"01019",2008,"Small Grains","Drought","2007-12-01","D4","3 Month"
"01021",2024,"Annual Ryegrass","Drought","2023-12-01","D4a","4 Month"
"01021",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01021",2019,"Forage Sorghum","Drought","2019-09-16","D4a","4 Month"
"01021",2016,"Forage Sorghum","Drought","2016-10-04","D4a","4 Month"
"01021",2012,"Forage Sorghum","Drought","2012-07-03","D2","1 Month"
"01021",2011,"Forage Sorghum","Drought","2011-08-30","D4","3 Month"
"01021",2008,"Forage Sorghum","Drought","2008-08-05","D3","2 Month"
"01021",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-01","D4a","4 Month"
"01021",2019,"Full Season Improved Mixed Pasture","Drought","2019-09-16","D3","3 Month"
"01021",2023,"Full Season Improved Pasture","Drought","2023-11-14","D3","3 Month"
"01021",2019,"Full Season Improved Pasture","Drought","2019-09-16","D4a","4 Month"
"01021",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01021",2016,"Full Season Improved Pasture","Drought","2016-10-04","D4b","5 Month"
"01021",2012,"Improved Pasture","Drought","2012-07-03","D2","1 Month"
"01021",2011,"Improved Pasture","Drought","2011-08-30","D4","3 Month"
"01021",2008,"Improved Pasture","Drought","2008-03-15","D4","3 Month"
"01021",2024,"Long Season Small Grains","Drought","2023-12-01","D4a","4 Month"
"01021",2017,"Long Season Small Grains","Drought","2016-11-15","D4b","5 Month"
"01021",2013,"Long Season Small Grains","Drought","2012-11-20","D2","1 Month"
"01021",2012,"Long Season Small Grains","Drought","2011-11-15","D3","3 Month"
"01021",2008,"Small Grains","Drought","2007-11-15","D4","3 Month"
"01023",2024,"Annual Ryegrass","Drought","2024-01-25","D2","1 Month"
"01023",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
"01023",2024,"Full Season Improved Mixed Pasture","Drought","2024-01-25","D2","1 Month"
"01023",2024,"Full Season Improved Pasture","Drought","2024-11-12","D3","3 Month"
"01023",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4a","4 Month"
"01023",2016,"Full Season Improved Pasture","Drought","2016-11-15","D4a","4 Month"
"01023",2024,"Long Season Small Grains","Drought","2024-01-25","D2","1 Month"
"01023",2017,"Long Season Small Grains","Drought","2016-11-15","D4a","4 Month"
"01023",2011,"Long Season Small Grains","Drought","2010-11-15","D2","1 Month"
"01023",2008,"Small Grains","Drought","2007-11-15","D2","1 Month"
"01025",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
"01025",2023,"Forage Sorghum","Drought","2023-10-03","D4a","4 Month"
"01025",2011,"Forage Sorghum","Drought","2011-06-21","D4","3 Month"
"01025",2010,"Forage Sorghum","Drought","2010-10-12","D3","2 Month"
"01025",2023,"Full Season Improved Mixed Pasture","Drought","2023-10-03","D3","3 Month"
"01025",2023,"Full Season Improved Pasture","Drought","2023-10-03","D4a","4 Month"
"01025",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4a","4 Month"
"01025",2016,"Full Season Improved Pasture","Drought","2016-11-15","D4a","4 Month"
"01025",2011,"Improved Pasture","Drought","2011-06-21","D4","3 Month"
"01025",2010,"Improved Pasture","Drought","2010-10-12","D4","3 Month"
"01025",2017,"Long Season Small Grains","Drought","2016-11-15","D4a","4 Month"
"01025",2011,"Long Season Small Grains","Drought","2010-11-16","D3","2 Month"
"01025",2008,"Small Grains","Drought","2007-11-15","D2","1 Month"
"01027",2024,"Annual Ryegrass","Drought","2023-12-19","D3","3 Month"
"01027",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01027",2019,"Forage Sorghum","Drought","2019-10-01","D3","3 Month"
"01027",2016,"Forage Sorghum","Drought","2016-07-05","D3","3 Month"
"01027",2012,"Forage Sorghum","Drought","2012-07-01","D3","3 Month"
"01027",2011,"Forage Sorghum","Drought","2011-08-30","D4","3 Month"
"01027",2010,"Forage Sorghum","Drought","2010-09-21","D3","2 Month"
"01027",2008,"Forage Sorghum","Drought","2008-08-05","D3","2 Month"
"01027",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-19","D3","3 Month"
"01027",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D3","3 Month"
"01027",2019,"Full Season Improved Pasture","Drought","2019-10-01","D3","3 Month"
"01027",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01027",2016,"Full Season Improved Pasture","Drought","2016-07-05","D4b","5 Month"
"01027",2014,"Improved Pasture","Drought",NA,"D2","1 Month"
"01027",2012,"Improved Pasture","Drought","2012-04-10","D4a","4 Month"
"01027",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01027",2010,"Improved Pasture","Drought","2010-09-21","D4","3 Month"
"01027",2008,"Improved Pasture","Drought","2008-04-01","D4","3 Month"
"01027",2024,"Long Season Small Grains","Drought","2023-12-19","D3","3 Month"
"01027",2017,"Long Season Small Grains","Drought","2016-12-01","D4b","5 Month"
"01027",2013,"Long Season Small Grains","Drought","2012-12-01","D4b","5 Month"
"01027",2012,"Long Season Small Grains","Drought","2012-02-14","D3","3 Month"
"01027",2011,"Long Season Small Grains","Drought","2010-12-01","D3","2 Month"
"01027",2008,"Small Grains","Drought","2007-12-01","D4","3 Month"
"01029",2024,"Annual Ryegrass","Drought","2023-12-19","D3","3 Month"
"01029",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01029",2016,"Forage Sorghum","Drought","2016-07-01","D3","3 Month"
"01029",2012,"Forage Sorghum","Drought","2012-07-03","D3","3 Month"
"01029",2011,"Forage Sorghum","Drought","2011-08-30","D4","3 Month"
"01029",2008,"Forage Sorghum","Drought","2008-07-01","D2","1 Month"
"01029",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-19","D3","3 Month"
"01029",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01029",2016,"Full Season Improved Pasture","Drought","2016-06-21","D4b","5 Month"
"01029",2012,"Improved Pasture","Drought","2012-07-03","D4a","4 Month"
"01029",2011,"Improved Pasture","Drought","2011-08-30","D4","3 Month"
"01029",2008,"Improved Pasture","Drought","2008-04-01","D4","3 Month"
"01029",2024,"Long Season Small Grains","Drought","2023-12-19","D3","3 Month"
"01029",2017,"Long Season Small Grains","Drought","2016-12-01","D4b","5 Month"
"01029",2013,"Long Season Small Grains","Drought","2012-12-01","D4a","4 Month"
"01029",2008,"Small Grains","Drought","2007-12-01","D4","3 Month"
"01031",2017,"Annual Ryegrass","Drought","2016-12-01","D3","3 Month"
"01031",2019,"Forage Sorghum","Drought","2019-10-01","D4a","4 Month"
"01031",2012,"Forage Sorghum","Drought","2012-05-01","D4b","5 Month"
"01031",2011,"Forage Sorghum","Drought","2011-05-24","D4","3 Month"
"01031",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D3","3 Month"
"01031",2023,"Full Season Improved Pasture","Drought","2023-11-07","D3","3 Month"
"01031",2019,"Full Season Improved Pasture","Drought","2019-10-01","D4a","4 Month"
"01031",2017,"Full Season Improved Pasture","Drought","2016-12-01","D3","3 Month"
"01031",2016,"Full Season Improved Pasture","Drought","2016-11-22","D4a","4 Month"
"01031",2012,"Improved Pasture","Drought","2012-03-01","D4b","5 Month"
"01031",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01031",2010,"Improved Pasture","Drought","2010-11-02","D4","3 Month"
"01031",2017,"Long Season Small Grains","Drought","2016-11-22","D4a","4 Month"
"01031",2013,"Long Season Small Grains","Drought","2012-11-15","D2","1 Month"
"01031",2012,"Long Season Small Grains","Drought","2011-11-15","D4b","5 Month"
"01031",2011,"Long Season Small Grains","Drought","2010-11-16","D3","2 Month"
"01031",2008,"Small Grains","Drought","2007-11-20","D4","3 Month"
"01033",2024,"Annual Ryegrass","Drought","2023-12-01","D4a","4 Month"
"01033",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
"01033",2024,"Forage Sorghum","Drought","2024-07-16","D3","3 Month"
"01033",2023,"Forage Sorghum","Drought","2023-10-24","D3","3 Month"
"01033",2016,"Forage Sorghum","Drought","2016-07-05","D2","1 Month"
"01033",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-01","D4a","4 Month"
"01033",2024,"Full Season Improved Pasture","Drought","2024-07-16","D3","3 Month"
"01033",2023,"Full Season Improved Pasture","Drought","2023-10-24","D4a","4 Month"
"01033",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4a","4 Month"
"01033",2016,"Full Season Improved Pasture","Drought","2016-07-05","D4a","4 Month"
"01033",2024,"Long Season Small Grains","Drought","2023-12-01","D4a","4 Month"
"01033",2017,"Long Season Small Grains","Drought","2016-12-01","D4a","4 Month"
"01033",2008,"Small Grains","Drought","2008-01-29","D3","2 Month"
"01035",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
"01035",2023,"Forage Sorghum","Drought","2023-09-12","D4a","4 Month"
"01035",2012,"Forage Sorghum","Drought","2012-05-01","D3","3 Month"
"01035",2011,"Forage Sorghum","Drought","2011-05-24","D4","3 Month"
"01035",2010,"Forage Sorghum","Drought","2010-10-19","D3","2 Month"
"01035",2023,"Full Season Improved Mixed Pasture","Drought","2023-09-12","D4a","4 Month"
"01035",2023,"Full Season Improved Pasture","Drought","2023-09-12","D4a","4 Month"
"01035",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4a","4 Month"
"01035",2016,"Full Season Improved Pasture","Drought","2016-11-29","D4a","4 Month"
"01035",2012,"Improved Pasture","Drought","2012-03-20","D4a","4 Month"
"01035",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01035",2010,"Improved Pasture","Drought","2010-10-19","D4","3 Month"
"01035",2017,"Long Season Small Grains","Drought","2016-11-29","D4a","4 Month"
"01035",2012,"Long Season Small Grains","Drought","2011-11-15","D4a","4 Month"
"01035",2011,"Long Season Small Grains","Drought","2010-12-28","D2","1 Month"
"01035",2008,"Small Grains","Drought","2007-11-20","D3","2 Month"
"01037",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01037",2019,"Forage Sorghum","Drought","2019-10-01","D4a","4 Month"
"01037",2016,"Forage Sorghum","Drought","2016-10-18","D4a","4 Month"
"01037",2012,"Forage Sorghum","Drought","2012-05-01","D4a","4 Month"
"01037",2011,"Forage Sorghum","Drought","2011-08-30","D4","3 Month"
"01037",2010,"Forage Sorghum","Drought","2010-09-21","D4","3 Month"
"01037",2008,"Forage Sorghum","Drought","2008-08-05","D3","2 Month"
"01037",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D3","3 Month"
"01037",2019,"Full Season Improved Pasture","Drought","2019-10-01","D4a","4 Month"
"01037",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01037",2016,"Full Season Improved Pasture","Drought","2016-10-18","D4b","5 Month"
"01037",2014,"Improved Pasture","Drought",NA,"D2","1 Month"
"01037",2012,"Improved Pasture","Drought","2012-03-01","D4a","4 Month"
"01037",2011,"Improved Pasture","Drought","2011-08-30","D4","3 Month"
"01037",2010,"Improved Pasture","Drought","2010-09-21","D4","3 Month"
"01037",2008,"Improved Pasture","Drought","2008-03-15","D4","3 Month"
"01037",2017,"Long Season Small Grains","Drought","2016-11-15","D4b","5 Month"
"01037",2013,"Long Season Small Grains","Drought","2012-11-15","D4a","4 Month"
"01037",2012,"Long Season Small Grains","Drought","2011-11-15","D3","3 Month"
"01037",2011,"Long Season Small Grains","Drought","2010-11-16","D3","2 Month"
"01037",2008,"Small Grains","Drought","2007-11-15","D4","3 Month"
"01039",2017,"Annual Ryegrass","Drought","2016-12-01","D3","3 Month"
"01039",2023,"Forage Sorghum","Drought","2023-10-31","D3","3 Month"
"01039",2019,"Forage Sorghum","Drought","2019-10-01","D4a","4 Month"
"01039",2012,"Forage Sorghum","Drought","2012-05-01","D4a","4 Month"
"01039",2011,"Forage Sorghum","Drought","2011-05-17","D4","3 Month"
"01039",2019,"Full Season Improved Mixed Pasture","Drought","2019-10-01","D3","3 Month"
"01039",2023,"Full Season Improved Pasture","Drought","2023-10-31","D3","3 Month"
"01039",2019,"Full Season Improved Pasture","Drought","2019-10-01","D4a","4 Month"
"01039",2017,"Full Season Improved Pasture","Drought","2016-12-01","D3","3 Month"
"01039",2016,"Full Season Improved Pasture","Drought","2016-11-22","D4a","4 Month"
"01039",2012,"Improved Pasture","Drought","2012-03-01","D4a","4 Month"
"01039",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01039",2010,"Improved Pasture","Drought","2010-11-02","D4","3 Month"
"01039",2017,"Long Season Small Grains","Drought","2016-11-22","D4a","4 Month"
"01039",2012,"Long Season Small Grains","Drought","2011-11-15","D4a","4 Month"
"01039",2011,"Long Season Small Grains","Drought","2010-11-16","D3","2 Month"
"01041",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
"01041",2012,"Forage Sorghum","Drought","2012-05-01","D4a","4 Month"
"01041",2011,"Forage Sorghum","Drought","2011-05-24","D4","3 Month"
"01041",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4a","4 Month"
"01041",2016,"Full Season Improved Pasture","Drought","2016-11-22","D4a","4 Month"
"01041",2012,"Improved Pasture","Drought","2012-03-01","D4a","4 Month"
"01041",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01041",2010,"Improved Pasture","Drought","2010-09-14","D3","2 Month"
"01041",2017,"Long Season Small Grains","Drought","2016-11-22","D4a","4 Month"
"01041",2013,"Long Season Small Grains","Drought","2012-11-15","D2","1 Month"
"01041",2012,"Long Season Small Grains","Drought","2011-11-15","D4a","4 Month"
"01041",2011,"Long Season Small Grains","Drought","2010-11-16","D2","1 Month"
"01041",2008,"Small Grains","Drought","2007-11-20","D4","3 Month"
"01043",2024,"Annual Ryegrass","Drought","2023-12-01","D4a","4 Month"
"01043",2017,"Annual Ryegrass","Drought","2016-12-01","D4b","5 Month"
"01043",2023,"Forage Sorghum","Drought","2023-10-24","D3","3 Month"
"01043",2008,"Forage Sorghum","Drought","2008-08-05","D3","2 Month"
"01043",2024,"Full Season Improved Mixed Pasture","Drought","2023-12-01","D4a","4 Month"
"01043",2023,"Full Season Improved Pasture","Drought","2023-10-24","D3","3 Month"
"01043",2017,"Full Season Improved Pasture","Drought","2016-12-01","D4b","5 Month"
"01043",2016,"Full Season Improved Pasture","Drought","2016-10-18","D4b","5 Month"
"01043",2008,"Improved Pasture","Drought","2008-04-01","D4","3 Month"
"01043",2024,"Long Season Small Grains","Drought","2023-12-01","D4a","4 Month"
"01043",2017,"Long Season Small Grains","Drought","2016-12-01","D4b","5 Month"
"01043",2008,"Small Grains","Drought","2007-12-01","D4","3 Month"
"01045",2017,"Annual Ryegrass","Drought","2016-12-01","D3","3 Month"
"01045",2019,"Forage Sorghum","Drought","2019-08-12","D4a","4 Month"
"01045",2012,"Forage Sorghum","Drought","2012-05-01","D4b","5 Month"
"01045",2011,"Forage Sorghum","Drought","2011-05-24","D4","3 Month"
"01045",2010,"Forage Sorghum","Drought","2010-10-19","D3","2 Month"
"01045",2019,"Full Season Improved Mixed Pasture","Drought","2019-08-12","D3","3 Month"
"01045",2023,"Full Season Improved Pasture","Drought","2023-11-07","D3","3 Month"
"01045",2019,"Full Season Improved Pasture","Drought","2019-08-12","D4a","4 Month"
"01045",2017,"Full Season Improved Pasture","Drought","2016-12-01","D3","3 Month"
"01045",2016,"Full Season Improved Pasture","Drought","2016-11-15","D4a","4 Month"
"01045",2012,"Improved Pasture","Drought","2012-03-01","D4b","5 Month"
"01045",2011,"Improved Pasture","Drought","2011-03-01","D4","3 Month"
"01045",2010,"Improved Pasture","Drought","2010-10-19","D4","3 Month"
"01045",2017,"Long Season Small Grains","Drought","2016-11-15","D4a","4 Month"
"01045",2013,"Long Season Small Grains","Drought","2012-11-15","D3","3 Month"
"01045",2012,"Long Season Small Grains","Drought","2011-11-15","D4b","5 Month"
"01045",2011,"Long Season Small Grains","Drought","2010-11-16","D3","2 Month"
"01045",2008,"Small Grains","Drought","2007-11-15","D4","3 Month"
"01047",2017,"Annual Ryegrass","Drought","2016-12-01","D4a","4 Month"
